,Brand,Model No,Tot Vol,Labelled energy consumption (kWh/year)
5042,Smeg,FAB28LWH5AU,270,206
5043,Smeg,FAB28RWH5AU,270,206
5044,Smeg,FAB28RDCC5AU,270,206
5045,Smeg,FAB28RDUN5AU,270,206
5046,Smeg,FAB28RDBLM5,270,206
5047,Smeg,FAB28RDLB5,270,206
5048,Smeg,FAB28RDPP5,270,206
5049,Smeg,FAB28RDRU5,270,206
5050,Smeg,FAB28RDTP5,270,206
5051,Smeg,FAB28RDEG5,270,206
5052,Smeg,FAB28RDRB5,270,206
5053,Smeg,FAB28RDGME5,270,206
5054,EURO,EF512SX,480,398
5055,CHIQ,CSH166NW,166,100
5056,CHIQ,CSH165NSS,166,100
5057,CHIQ,CSH16*N**,166,100
5058,CHIQ,CSH206NW,206,212
5059,CHIQ,CSH205NSS,206,212
5060,CHIQ,CSH20****,206,212
5061,CHIQ,CSH206NW,206,110
5062,CHIQ,CSH205NSS,206,110
5063,CHIQ,CSH20*N**,206,110
5064,LG,GT-8S,496,372
5065,LG,GT-8MB,496,372
5066,LG,GT-8,496,372
5067,CHIQ,CBC23***,233,257
5068,CHIQ,CSS556NBD4E,559,385
5069,CHIQ,CSS557NSD4E,559,385
5070,CHIQ,CSS558NBSD4E,559,385
5071,CHIQ,CSS559NWD4E,559,385
5072,CHIQ,CSS55*N**D4E,559,385
5073,LG,GS-B500MB,519,433
5074,Ikea,RIBBENÅS 20580767,516,397
5075,CHIQ,CTM408NSS5E,410,270
5076,CHIQ,CTM409NBS5E,410,270
5077,CHIQ,CTM40*N**5E,410,270
5078,CHIQ,CTM512NSS5E,515,312
5079,CHIQ,CTM513NBS5E,515,312
5080,CHIQ,CTM51*N**5E,515,312
5081,LIEBHERR,SWTNes 4265,289,176
5082,CHIQ,CBM282NBS5E,283,200
5083,Ikea,RIBBENÅS 00580773,516,397
5084,Ikea,RIBBENÅS,516,397
5085,HISENSE,HRTF424,424,335
5086,HISENSE,HRTF424S,424,335
5087,HISENSE,HRTF424series,424,335
5088,Robinhood,RHCF288,287,303
5089,LG,GF-B400P,474,420
5090,KONKA,KF-170,169,245
5091,KONKA,KRF-202SS,201,266
5092,KONKA,KRF-202W,201,266
5093,KONKA,KRF-202-Abcd,201,266
5094,CHIQ,CBM394NSS6E,396,223
5095,CHIQ,CBM395NBS6E,396,223
5096,CHIQ,CBM39*N**6E,396,223
5097,HISENSE,HRVF384S,384,217
5098,HISENSE,HRCF301,300,86
5099,HELLER,HBC98,98,145
5100,KONKA,KRF-314SS,310,360
5101,KONKA,KRF-314W,310,360
5102,KONKA,KRF314,310,360
5103,SHARP,FRV-310XP,282,245
5104,SHARP,FRV-210XP,190,203
5105,SHARP,FRV-150XP,140,177
5106,LG,GB-B300MBL,335,293
5107,LG,GB-B300MWH,335,293
5108,LG,GB-B300PL,335,293
5109,LG,GB-B300,335,293
5110,KONKA,KF-170,168,245
5111,LG,GB-W300MBL,332,293
5112,SHARP,SJ-50MB-XWP,45,100
5113,HISENSE,HRCF146,145,78
